Index,Feature Used,Num of Audio Features,Num of Features,Best F1 mean,Best F1 score,Best Machine Learning Model
1,Chroma Deviation,1,1,0.553734061931,0.222222222222(0.885245901639),KNN(All)
2,Chroma Vector,1,12,0,0.0(0.888888888889),GP-DP(All)
3,"Chroma Vector,Chroma Deviation",2,13,0.576612903226,0.25(0.903225806452),GP-DP(All)
4,MFCCs,1,13,0.480431848853,0.153846153846(0.80701754386),AB(All)
5,"MFCCs,Chroma Deviation",2,14,0.553734061931,0.222222222222(0.885245901639),AB(All)
6,"MFCCs,Chroma Vector",2,25,0.576612903226,0.25(0.903225806452),GP-DP(All)
7,"MFCCs,Chroma Vector,Chroma Deviation",3,26,0.576612903226,0.25(0.903225806452),GP-DP(All)
8,Spectral Rolloff,1,1,0,0.0(0.888888888889),GP-DP(All)
9,"Spectral Rolloff,Chroma Deviation",2,2,0,0.0(0.888888888889),GP-DP(All)
10,"Spectral Rolloff,Chroma Vector",2,13,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
11,"Spectral Rolloff,Chroma Vector,Chroma Deviation",3,14,0.65,0.4(0.9),GP-DP(All)
12,"Spectral Rolloff,MFCCs",2,14,0,0.0(0.888888888889),GP-DP(All)
13,"Spectral Rolloff,MFCCs,Chroma Deviation",3,15,0.65,0.4(0.9),AB(All)
14,"Spectral Rolloff,MFCCs,Chroma Vector",3,26,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
15,"Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",4,27,0.65,0.4(0.9),GP-DP(All)
16,Spectral Flux,1,1,0.514637904468,0.181818181818(0.847457627119),AB(All)
17,"Spectral Flux,Chroma Deviation",2,2,0.514637904468,0.181818181818(0.847457627119),AB(All)
18,"Spectral Flux,Chroma Vector",2,13,0.497126436782,0.166666666667(0.827586206897),AB(All)
19,"Spectral Flux,Chroma Vector,Chroma Deviation",3,14,0,0.0(0.870967741935),GP-DP(All)
20,"Spectral Flux,MFCCs",2,14,0.497126436782,0.166666666667(0.827586206897),AB(All)
21,"Spectral Flux,MFCCs,Chroma Deviation",3,15,0.514637904468,0.181818181818(0.847457627119),AB(All)
22,"Spectral Flux,MFCCs,Chroma Vector",3,26,0,0.0(0.870967741935),GP-DP(All)
23,"Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",4,27,0.62249614792,0.363636363636(0.881355932203),AB(All)
24,"Spectral Flux,Spectral Rolloff",2,2,0,0.0(0.888888888889),GP-DP(All)
25,"Spectral Flux,Spectral Rolloff,Chroma Deviation",3,3,0.533333333333,0.2(0.866666666667),AB(All)
26,"Spectral Flux,Spectral Rolloff,Chroma Vector",3,14,0,0.0(0.870967741935),GP-DP(All)
27,"Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,15,0.597701149425,0.333333333333(0.862068965517),AB(All)
28,"Spectral Flux,Spectral Rolloff,MFCCs",3,15,0.514637904468,0.181818181818(0.847457627119),AB(All)
29,"Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",4,16,0.514637904468,0.181818181818(0.847457627119),AB(All)
30,"Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",4,27,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
31,"Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,28,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
32,Spectral Entropy,1,1,0.480431848853,0.153846153846(0.80701754386),AB(All)
33,"Spectral Entropy,Chroma Deviation",2,2,0.514637904468,0.181818181818(0.847457627119),AB(All)
34,"Spectral Entropy,Chroma Vector",2,13,0.497126436782,0.166666666667(0.827586206897),AB(All)
35,"Spectral Entropy,Chroma Vector,Chroma Deviation",3,14,0.480431848853,0.153846153846(0.80701754386),AB(All)
36,"Spectral Entropy,MFCCs",2,14,0.597701149425,0.333333333333(0.862068965517),AB(All)
37,"Spectral Entropy,MFCCs,Chroma Deviation",3,15,0.62249614792,0.363636363636(0.881355932203),AB(All)
38,"Spectral Entropy,MFCCs,Chroma Vector",3,26,0,0.0(0.870967741935),GP-DP(All)
39,"Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",4,27,0.514637904468,0.181818181818(0.847457627119),AB(All)
40,"Spectral Entropy,Spectral Rolloff",2,2,0.576612903226,0.25(0.903225806452),KNN(All)
41,"Spectral Entropy,Spectral Rolloff,Chroma Deviation",3,3,0.514637904468,0.181818181818(0.847457627119),AB(All)
42,"Spectral Entropy,Spectral Rolloff,Chroma Vector",3,14,0.480431848853,0.153846153846(0.80701754386),AB(All)
43,"Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,15,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
44,"Spectral Entropy,Spectral Rolloff,MFCCs",3,15,0.497126436782,0.166666666667(0.827586206897),AB(All)
45,"Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",4,16,0.62249614792,0.363636363636(0.881355932203),AB(All)
46,"Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",4,27,0,0.0(0.870967741935),GP-DP(All)
47,"Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,28,0.576612903226,0.25(0.903225806452),AB(All)
48,"Spectral Entropy,Spectral Flux",2,2,0.497126436782,0.166666666667(0.827586206897),AB(All)
49,"Spectral Entropy,Spectral Flux,Chroma Deviation",3,3,0.576612903226,0.25(0.903225806452),RBF SVM(All)
50,"Spectral Entropy,Spectral Flux,Chroma Vector",3,14,0,0.0(0.870967741935),GP-DP(All)
51,"Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",4,15,0.514637904468,0.181818181818(0.847457627119),AB(All)
52,"Spectral Entropy,Spectral Flux,MFCCs",3,15,0.514637904468,0.181818181818(0.847457627119),AB(All)
53,"Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",4,16,0.514637904468,0.181818181818(0.847457627119),AB(All)
54,"Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",4,27,0,0.0(0.870967741935),GP-DP(All)
55,"Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",5,28,0.514637904468,0.181818181818(0.847457627119),AB(All)
56,"Spectral Entropy,Spectral Flux,Spectral Rolloff",3,3,0.576612903226,0.25(0.903225806452),AB(All)
57,"Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",4,4,0.553734061931,0.222222222222(0.885245901639),AB(All)
58,"Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",4,15,0,0.0(0.870967741935),GP-DP(All)
59,"Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,16,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
60,"Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",4,16,0.514637904468,0.181818181818(0.847457627119),AB(All)
61,"Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",5,17,0.597701149425,0.333333333333(0.862068965517),AB(All)
62,"Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",5,28,0,0.0(0.870967741935),GP-DP(All)
63,"Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,29,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
64,Spectral Spread,1,1,0.576612903226,0.25(0.903225806452),KNN(All)
65,"Spectral Spread,Chroma Deviation",2,2,0.533333333333,0.266666666667(0.8),AB(All)
66,"Spectral Spread,Chroma Vector",2,13,0.65,0.4(0.9),GP-DP(All)
67,"Spectral Spread,Chroma Vector,Chroma Deviation",3,14,0.681238615665,0.444444444444(0.918032786885),GP-DP(All)
68,"Spectral Spread,MFCCs",2,14,0.597701149425,0.333333333333(0.862068965517),AB(All)
69,"Spectral Spread,MFCCs,Chroma Deviation",3,15,0.62249614792,0.363636363636(0.881355932203),AB(All)
70,"Spectral Spread,MFCCs,Chroma Vector",3,26,0.65,0.4(0.9),GP-DP(All)
71,"Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",4,27,0.681238615665,0.444444444444(0.918032786885),GP-DP(All)
72,"Spectral Spread,Spectral Rolloff",2,2,0,0.0(0.888888888889),GP-DP(All)
73,"Spectral Spread,Spectral Rolloff,Chroma Deviation",3,3,0.553571428571,0.285714285714(0.821428571429),AB(All)
74,"Spectral Spread,Spectral Rolloff,Chroma Vector",3,14,0.62249614792,0.363636363636(0.881355932203),GP-DP(All)
75,"Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,15,0.65,0.4(0.9),GP-DP(All)
76,"Spectral Spread,Spectral Rolloff,MFCCs",3,15,0.574898785425,0.307692307692(0.842105263158),AB(All)
77,"Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",4,16,0.533333333333,0.2(0.866666666667),AB(All)
78,"Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",4,27,0.65,0.4(0.9),GP-DP(All)
79,"Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,28,0.730354391371,0.545454545455(0.915254237288),AB(All)
80,"Spectral Spread,Spectral Flux",2,2,0.576612903226,0.25(0.903225806452),KNN(All)
81,"Spectral Spread,Spectral Flux,Chroma Deviation",3,3,0.514637904468,0.181818181818(0.847457627119),KNN(All)
82,"Spectral Spread,Spectral Flux,Chroma Vector",3,14,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
83,"Spectral Spread,Spectral Flux,Chroma Vector,Chroma Deviation",4,15,0.62249614792,0.363636363636(0.881355932203),AB(All)
84,"Spectral Spread,Spectral Flux,MFCCs",3,15,0.553734061931,0.222222222222(0.885245901639),KNN(All)
85,"Spectral Spread,Spectral Flux,MFCCs,Chroma Deviation",4,16,0.533333333333,0.2(0.866666666667),AB(All)
86,"Spectral Spread,Spectral Flux,MFCCs,Chroma Vector",4,27,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
87,"Spectral Spread,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",5,28,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
88,"Spectral Spread,Spectral Flux,Spectral Rolloff",3,3,0,0.0(0.888888888889),GP-DP(All)
89,"Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Deviation",4,4,0.533333333333,0.2(0.866666666667),KNN(All)
90,"Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector",4,15,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
91,"Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,16,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
92,"Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs",4,16,0.597701149425,0.333333333333(0.862068965517),AB(All)
93,"Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",5,17,0.62249614792,0.363636363636(0.881355932203),AB(All)
94,"Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",5,28,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
95,"Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,29,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
96,"Spectral Spread,Spectral Entropy",2,2,0.497126436782,0.166666666667(0.827586206897),AB(All)
97,"Spectral Spread,Spectral Entropy,Chroma Deviation",3,3,0.513888888889,0.25(0.777777777778),AB(All)
98,"Spectral Spread,Spectral Entropy,Chroma Vector",3,14,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
99,"Spectral Spread,Spectral Entropy,Chroma Vector,Chroma Deviation",4,15,0.576612903226,0.25(0.903225806452),Linear SVM(All)
100,"Spectral Spread,Spectral Entropy,MFCCs",3,15,0.533333333333,0.2(0.866666666667),AB(All)
101,"Spectral Spread,Spectral Entropy,MFCCs,Chroma Deviation",4,16,0.62249614792,0.363636363636(0.881355932203),AB(All)
102,"Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector",4,27,0.62249614792,0.363636363636(0.881355932203),AB(All)
103,"Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",5,28,0.62249614792,0.363636363636(0.881355932203),AB(All)
104,"Spectral Spread,Spectral Entropy,Spectral Rolloff",3,3,0.497126436782,0.166666666667(0.827586206897),AB(All)
105,"Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Deviation",4,4,0.513888888889,0.25(0.777777777778),AB(All)
106,"Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector",4,15,0.65,0.4(0.9),GP-DP(All)
107,"Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,16,0.65,0.4(0.9),GP-DP(All)
108,"Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs",4,16,0.553571428571,0.285714285714(0.821428571429),AB(All)
109,"Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",5,17,0.62249614792,0.363636363636(0.881355932203),AB(All)
110,"Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",5,28,0.65,0.4(0.9),AB(All)
111,"Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,29,0.730354391371,0.545454545455(0.915254237288),AB(All)
112,"Spectral Spread,Spectral Entropy,Spectral Flux",3,3,0.533333333333,0.2(0.866666666667),AB(All)
113,"Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Deviation",4,4,0.574898785425,0.307692307692(0.842105263158),AB(All)
114,"Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector",4,15,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
115,"Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",5,16,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
116,"Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs",4,16,0.642857142857,0.428571428571(0.857142857143),AB(All)
117,"Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",5,17,0.642857142857,0.428571428571(0.857142857143),AB(All)
118,"Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",5,28,0.62249614792,0.363636363636(0.881355932203),AB(All)
119,"Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,29,0.62249614792,0.363636363636(0.881355932203),AB(All)
120,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff",4,4,0.533333333333,0.2(0.866666666667),AB(All)
121,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,5,0.65,0.4(0.9),KNN(All)
122,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",5,16,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
123,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,17,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
124,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",5,17,0.669365721997,0.461538461538(0.877192982456),AB(All)
125,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,18,0.62249614792,0.363636363636(0.881355932203),AB(All)
126,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,29,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
127,"Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,30,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
128,Spectral Centroid,1,1,0.553734061931,0.222222222222(0.885245901639),AB(All)
129,"Spectral Centroid,Chroma Deviation",2,2,0.464285714286,0.142857142857(0.785714285714),AB(All)
130,"Spectral Centroid,Chroma Vector",2,13,0.65,0.4(0.9),GP-DP(All)
131,"Spectral Centroid,Chroma Vector,Chroma Deviation",3,14,0.65,0.4(0.9),GP-DP(All)
132,"Spectral Centroid,MFCCs",2,14,0.514637904468,0.181818181818(0.847457627119),AB(All)
133,"Spectral Centroid,MFCCs,Chroma Deviation",3,15,0.533333333333,0.2(0.866666666667),AB(All)
134,"Spectral Centroid,MFCCs,Chroma Vector",3,26,0.65,0.4(0.9),GP-DP(All)
135,"Spectral Centroid,MFCCs,Chroma Vector,Chroma Deviation",4,27,0.65,0.4(0.9),GP-DP(All)
136,"Spectral Centroid,Spectral Rolloff",2,2,0,0.0(0.888888888889),GP-DP(All)
137,"Spectral Centroid,Spectral Rolloff,Chroma Deviation",3,3,0.576612903226,0.25(0.903225806452),KNN(All)
138,"Spectral Centroid,Spectral Rolloff,Chroma Vector",3,14,0.65,0.4(0.9),GP-DP(All)
139,"Spectral Centroid,Spectral Rolloff,Chroma Vector,Chroma Deviation",4,15,0.65,0.4(0.9),GP-DP(All)
140,"Spectral Centroid,Spectral Rolloff,MFCCs",3,15,0,0.0(0.888888888889),GP-DP(All)
141,"Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Deviation",4,16,0.514637904468,0.181818181818(0.847457627119),AB(All)
142,"Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector",4,27,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
143,"Spectral Centroid,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",5,28,0.65,0.4(0.9),GP-DP(All)
144,"Spectral Centroid,Spectral Flux",2,2,0,0.0(0.888888888889),GP-DP(All)
145,"Spectral Centroid,Spectral Flux,Chroma Deviation",3,3,0.464285714286,0.142857142857(0.785714285714),AB(All)
146,"Spectral Centroid,Spectral Flux,Chroma Vector",3,14,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
147,"Spectral Centroid,Spectral Flux,Chroma Vector,Chroma Deviation",4,15,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
148,"Spectral Centroid,Spectral Flux,MFCCs",3,15,0.464285714286,0.142857142857(0.785714285714),AB(All)
149,"Spectral Centroid,Spectral Flux,MFCCs,Chroma Deviation",4,16,0.497126436782,0.166666666667(0.827586206897),AB(All)
150,"Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector",4,27,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
151,"Spectral Centroid,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",5,28,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
152,"Spectral Centroid,Spectral Flux,Spectral Rolloff",3,3,0,0.0(0.888888888889),GP-DP(All)
153,"Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Deviation",4,4,0.553571428571,0.285714285714(0.821428571429),AB(All)
154,"Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector",4,15,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
155,"Spectral Centroid,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,16,0.574898785425,0.307692307692(0.842105263158),AB(All)
156,"Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs",4,16,0.497126436782,0.166666666667(0.827586206897),AB(All)
157,"Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",5,17,0.533333333333,0.2(0.866666666667),AB(All)
158,"Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",5,28,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
159,"Spectral Centroid,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,29,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
160,"Spectral Centroid,Spectral Entropy",2,2,0.553571428571,0.285714285714(0.821428571429),AB(All)
161,"Spectral Centroid,Spectral Entropy,Chroma Deviation",3,3,0.448484848485,0.133333333333(0.763636363636),AB(All)
162,"Spectral Centroid,Spectral Entropy,Chroma Vector",3,14,0,0.0(0.870967741935),GP-DP(All)
163,"Spectral Centroid,Spectral Entropy,Chroma Vector,Chroma Deviation",4,15,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
164,"Spectral Centroid,Spectral Entropy,MFCCs",3,15,0.597701149425,0.333333333333(0.862068965517),AB(All)
165,"Spectral Centroid,Spectral Entropy,MFCCs,Chroma Deviation",4,16,0.533333333333,0.2(0.866666666667),AB(All)
166,"Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector",4,27,0.681238615665,0.444444444444(0.918032786885),AB(All)
167,"Spectral Centroid,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",5,28,0.65,0.4(0.9),AB(All)
168,"Spectral Centroid,Spectral Entropy,Spectral Rolloff",3,3,0.576612903226,0.25(0.903225806452),KNN(All)
169,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Deviation",4,4,0.497126436782,0.166666666667(0.827586206897),AB(All)
170,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector",4,15,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
171,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,16,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
172,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs",4,16,0.62249614792,0.363636363636(0.881355932203),AB(All)
173,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",5,17,0.553734061931,0.222222222222(0.885245901639),AB(All)
174,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",5,28,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
175,"Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,29,0.766666666667,0.6(0.933333333333),AB(All)
176,"Spectral Centroid,Spectral Entropy,Spectral Flux",3,3,0,0.0(0.888888888889),GP-DP(All)
177,"Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Deviation",4,4,0.464285714286,0.142857142857(0.785714285714),AB(All)
178,"Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector",4,15,0.514637904468,0.181818181818(0.847457627119),AB(All)
179,"Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",5,16,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
180,"Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs",4,16,0.553734061931,0.222222222222(0.885245901639),KNN(All)
181,"Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",5,17,0.553734061931,0.222222222222(0.885245901639),KNN(All)
182,"Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",5,28,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
183,"Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,29,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
184,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff",4,4,0.553734061931,0.222222222222(0.885245901639),AB(All)
185,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,5,0.464285714286,0.142857142857(0.785714285714),AB(All)
186,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",5,16,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
187,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,17,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
188,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",5,17,0.497126436782,0.166666666667(0.827586206897),AB(All)
189,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,18,0.553734061931,0.222222222222(0.885245901639),KNN(All)
190,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,29,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
191,"Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,30,0.730354391371,0.545454545455(0.915254237288),AB(All)
192,"Spectral Centroid,Spectral Spread",2,2,0.533333333333,0.2(0.866666666667),AB(All)
193,"Spectral Centroid,Spectral Spread,Chroma Deviation",3,3,0.464285714286,0.142857142857(0.785714285714),AB(All)
194,"Spectral Centroid,Spectral Spread,Chroma Vector",3,14,0.62249614792,0.363636363636(0.881355932203),GP-DP(All)
195,"Spectral Centroid,Spectral Spread,Chroma Vector,Chroma Deviation",4,15,0.65,0.4(0.9),GP-DP(All)
196,"Spectral Centroid,Spectral Spread,MFCCs",3,15,0.514637904468,0.181818181818(0.847457627119),AB(All)
197,"Spectral Centroid,Spectral Spread,MFCCs,Chroma Deviation",4,16,0.597701149425,0.333333333333(0.862068965517),AB(All)
198,"Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector",4,27,0.65,0.4(0.9),GP-DP(All)
199,"Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",5,28,0.65,0.4(0.9),GP-DP(All)
200,"Spectral Centroid,Spectral Spread,Spectral Rolloff",3,3,0,0.0(0.888888888889),GP-DP(All)
201,"Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Deviation",4,4,0.669365721997,0.461538461538(0.877192982456),AB(All)
202,"Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector",4,15,0.62249614792,0.363636363636(0.881355932203),GP-DP(All)
203,"Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,16,0.65,0.4(0.9),GP-DP(All)
204,"Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs",4,16,0.553734061931,0.222222222222(0.885245901639),KNN(All)
205,"Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",5,17,0.698275862069,0.5(0.896551724138),AB(All)
206,"Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",5,28,0.65,0.4(0.9),GP-DP(All)
207,"Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,29,0.65,0.4(0.9),GP-DP(All)
208,"Spectral Centroid,Spectral Spread,Spectral Flux",3,3,0.497126436782,0.166666666667(0.827586206897),AB(All)
209,"Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Deviation",4,4,0.533333333333,0.266666666667(0.8),AB(All)
210,"Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector",4,15,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
211,"Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector,Chroma Deviation",5,16,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
212,"Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs",4,16,0.533333333333,0.2(0.866666666667),AB(All)
213,"Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Deviation",5,17,0.65,0.4(0.9),AB(All)
214,"Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector",5,28,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
215,"Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,29,0.62249614792,0.363636363636(0.881355932203),AB(All)
216,"Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff",4,4,0,0.0(0.888888888889),GP-DP(All)
